id,Lyric,Emotion
5807,내일 또 만날 것처럼 아무일 없던 것 처럼 스치듯 말하면 다시 너에게 취할 것 같아,2
500,나 약속할게 언제 어디에 있든 반드시 널 찾을게,0
1263,안녕 나야 잘 지내니,0
8504,아무것도 없는 우리 무슨 노력을 해 체념하고,3
7903,I want to die on the dance floor,3
6359,One look at her my heart was stopping,2
1379,I got my cards folded waiting for you babe,0
1672,어쩌면 너도 어쩌면 나와 같은 바램들로 그리워할까,0
1342,"""Pray the Lord your soul to keep""",0
2317,또 말해줄래,1
2998,머리에서 발 끝까지 나를 사로잡네,1
11335,날 사랑하지 않는 그댈 혼자서 사랑 한다는 게 그저 행복할 순 없겠죠,5
8279,Life a bitch,3
11415,이제 끝이라는 말만 남겨놓고,5
8856,더는 뒤돌아보지마,4
6591,To another level,2
2036,이제 아무 일도 없단 듯이 날 안아줘,0
8907,혹시라도 내 자신이 처량해 보일까 봐,4
11207,벌써 겨울이고 모레면 방을 비워야 했어,5
6427,Oh beat beat beat it,2
7954,그런 날 왜 너는 못 이해해,3
816,아직도 이렇게 너를 기다리는데,0
8668,"""Why is living so hard""",3
7569,"""When I feel this fuckin' weak?""",3
11130,구멍난 가슴에 우리 추억이 흘러 넘쳐,5
7500,하나같이 외모 지상주의 망치로 뒤통수 한대 맞은 듯이 머릿속이 띵하고 어지러워,3
12021,Like an ocean wave took me under,5
8649,왜 내 맘을 흔드는 건데,3
6520,"""Ain't nobody bringing us Down down down""",2
140,"""Who need a hero? (Hero)""",0
12145,깨고 또 깨어나도 반복되는 깊고 슬픈 꿈,5
8554,"""일에 집중이 안 돼""",3
7399,"""I'm up in my head a lot""",3
12311,하아아아 나 너를 보낼게,5
832,사랑한다는 한마디도 못하고 바보처럼 네 곁을 서성이다가,0
3713,눈에 담긴 너의 모습은 Like flower yeah,1
3906,한순간에 이끌렸던 푸르렀던 널 말해줄래,1
5071,Got me going crazy like yeah,2
4993,And I get high to drown it out,2
7088,매일을 힘겹게 살고,3
5865,그대 모르게 어느새 그대로 가득 채워낸 내 가슴에 두근거리는 떨림이 그대로 전해질까 봐,2
1401,"""And I know you for a long time""",0
12116,울어 울어 울어서 한참을 살 수 있다면 그냥 울어,5
3482,절대로,1
9305,혼자 널 만나기 전보다 아마 조금 더 외로워지겠지만,4
5871,엔돌핀이 솓구쳐 하하하하,2
8665,잘 지낸다는 니가 싫어,3
3627,"""Hollywood friends got to see them""",1
5051,더 높이 날아가 널 잡을 수 없도록,2
1234,"""That what you\'re looking for has been here the whole time""",0
12096,그랬다면 미안합니다,5
3588,매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게,1
1652,Wasting your life,0
5486,너의 벨이 울리면,2
12494,울며 떼를 써봐도 시간은 자꾸 흘러가네요,5
10494,가만히 널 보내주는 일,4
1332,마지막 인사로는 나름 잘 했던 것 같은데,0
643,"""You\'ll learn one day I\'m one in a million""",0
5056,I wanna fly,2
7626,듣기 싫은 너의 투정도,3
665,내사랑 기대조차 버겁다,0
2133,But I still wear a letter R charm on my bracelet,0
2207,하루에도 난 몇번씩 왜 보고싶어,0
10856,따라가려 하면 할수록 너의 시간과 너의 마음이 나에게 오지 않더라,4
6200,느낌이 와 말로 설명 못 할 순간이 왔어,2
11662,사랑은 갑자기 떠나,5
12728,잡지 않았어 널 그때는 몰랐어 이렇게 아플줄은 이제야 알았어,5
8236,당신의 쉴 자리를 뺏고,3
7277,벌써 몇 해 전 일이란 게 마음이 또 차가워져서,3
7437,Breathe in and out Breathe in and O-ut and O _ O _ Out,3
10223,오늘 겁나 열심히 했는데 집에 오니까 아무도 없네,4
6561,정신차려 보니 네 앞에 와서,2
10254,What 분명 같은 행동 같은 표정 짓는데도 너랑 나 왜 달라 알아,4
3022,걸음은 좀 더 가볍게,1
11974,잡지 않았어 널 그때는 몰랐어 이렇게 아플줄은 이제야 알았어,5
7325,"""So I\'m a killer (whoo!) A natural born killer""",3
4630,I told you long ago on the road I got what they waiting for,2
812,내가 어떤 사람으로 기억되고 싶은지,0
2605,And it’s the light,1
9014,When it comes to fires,4
1503,이뤄질 수 없는 짧은 시간속의 우린 여기까지인 가봐,0
9805,봄이 지나갈 때까지 다른 사람 다 사라져라,4
3643,"""Girls love girls and boys (sophisticated manipulative)""",1
6714,잔소리는 Stop it,3
12638,궤도를 벗어난 행성 이별에 우린 부딪히려 해,5
8671,"microphone abuser""",3
6008,바람에 날리는 꽃잎들이 괜히 또 나를 설레이게 해,2
4851,너를 다시 보면 내가 무너지고 흔들리니까,2
4242,나 하나로만 된거야,1
1775,가끔 생각날 테니 그렇게 내게 전부였던 그대를,0
11748,"""I've got a feeling that our last night's going""",5
7064,"""56. And I dare one of these hoes come tell me I can't""",3
11527,저 떨어지는 낙엽처럼 그렇게 살아버린 내 인생을 난 참 바보처럼 살았군요,5
5325,우린 다음에 흩어지는 점들이 되어서 하얗게 잠긴 다리 위를 미끄러지듯 달려,2
5323,하지만 서로를 알아갈 일이 너무나도 기다려져요,2
1239,I know you wish me well,0
3097,말로 설명할 수 없는 묘한 기분에 요즘 난 너무너무 행복해요,1
8748,지루해 널 기다리는건 시계초침 소리만 들려와,3
9075,"""Is there somebody else (I fucking hate this place) and romance?""",4
13044,마지막 인사도 못했던 우리의 이별,5
649,숨을 참는다,0
1837,그만 너를 잊을 수가 없나 봐,0
6219,그대 모르게 어느새 그대로 가득 채워낸 내 가슴에 두근거리는 떨림이 그대로 전해질까 봐,2
11158,변해버린 모습 변해버린 시간 속에,5
1382,아직도 이렇게 너를 기다리는데,0
8253,익숙해진 아픈 마음들 자꾸 너와 날 놓아주지 않아,3
9012,밖을 나와 혼자 걷다 보니,4
10590,걸어도 걸어도 못가는 내가 부르고 불러도 못듣는 너무 먼곳에 있어서,4
2961,누구라도 상관없어 당신이 좋겠어,1
11651,아 아아 아아 아아아아,5
2182,그게 뭐라고 또 생각나,0
6135,"""상상도 못한 Black out 유혹은 깊고 진해 (Too hot too hot)""",2
109,진짜 네 맘을 알고 싶어,0
8564,만남은 쉽고 이별은 어려워,3
8483,"""Dangerous thoughts but I was bright""",3
5756,Run away run away run away with me,2
4973,"""I'm going all the way""",2
12492,시작부터 지옥 마치 단테의 신곡,5
6518,When I get all these butterflys inside of my garden,2
3993,어쩌면 우린 닮은 것 같아,1
1102,Man I used to listen to that nigga When I was younger,0
2665,어쩌면 우린 닮은 것 같아,1
5637,설레이나 봐 널 보면 아직도 woo 설레 설레 설레 널 보면 아에이오우 내 맘이 뛰는 것 같아,2
4964,HWAA 타올라 타올라,2
4373,오 사랑은 동화처럼 아름다울 순 없는가요,1
272,걱정은 멀리멀리 다 날아가는 듯해 (사라진 듯해),0
9123,넌 (Missing you) 절대로 닿을 수 없나봐,4
9178,사람이 지겨운 어둠뿐인 이 밤,4
1541,Let it fly away fly away,0
12876,I hit rock bottom with nothing left to give,5
4669,(Na na na na na na) 난 앞으로 찔러 좌우 Bruce Lee 날아다녀 하루 종일 Bruce Lee,2
4884,I sit in my car and look through your window,2
10124,눈 내린 새벽 골목도,4
8442,왜 아직도 너만 눈치 없게 굴어,3
9634,인생 혼자 인생 혼자 인생 혼자 인생 혼자 인생 혼자 인생 혼자 인생 혼자 인생 혼자 살아요,4
3518,"""I'll do anything that you want""",1
10312,정답 없는 문제는 이 밤에 날 찾아와 쏟아지는 외로움에 마음이 다 젖었는데 말릴 수조차 없네,4
3182,Suzi wants her all day sucker,1
226,몇 초 뒤면 사라질 걸 알지만,0
12338,이젠 그대여 안녕,5
4231,나처럼 꿈꾸는 네가,1
5947,"""우리 사인 더 이상 없어 다음은 숨이 차 턱 밑까지 like I'm divin'""",2
941,The way it was,0
10544,여기 날 홀로 두고 여보 왜 한마디 말이 없소,4
13063,흔적조차 없이 조각난 믿음,5
8642,"""Not seein' people who have been mean to me""",3
10160,Told myself I let you go,4
11836,기나긴 그대 침묵을 이별로 받아두겠소,5
5485,더 높이 날아가 널 잡을 수 없도록,2
3284,나한테만 잘해주는 건가?,1
7867,Life a bitch,3
10094,지워지지 마,4
1956,사실은 나 하루 종일 궁금해 너 무슨 생각하는지,0
5643,하지만 서로를 알아갈 일이 너무나도 기다려져요,2
10111,하지만 아직도 난 너에게 다가갈 수 없어,4
12196,"""I don\'t know why this has happened""",5
8472,"""Don't call me""",3
8117,"""You a bum bitch so If he broke tell him pava""",3
8782,내 립스틱이 불편하면 그만 쳐다봐,3
1404,민 우리 약속이 먼저야 알잖아,0
9245,왜 네가 없는 공간에 다 너의 온기뿐일까,4
4623,그대 모르게 어느새 그대로 가득 채워낸 내 가슴에 두근거리는 떨림이 그대로 전해질까 봐,2
8778,Back off back off,3
672,난 그저 멀리서 숨어서 너의 모습을 바라보아도 행복했어,0
12000,아무 말도 하지 않은 오늘 울음으로 마쳤어,5
11581,우리 이제 정말 이별을 하려 해,5
11626,로맨스보단 코미디를 좋아하던 내가 어제는 타이타닉에 눈물을 훔쳤어,5
4048,나를 닮아가는 너여서,1
3262,나를 닮아가는 너여서,1
3764,오 사랑은 동화처럼 아름다울 순 없는가요,1
2318,난 사랑하고 싶어,1
447,But now you need me so badly,0
757,이제 잔소리 말고 내게로 다시 와줘,0
4618,정신 없이 커지는 하늘의 불꽃처럼 피어라,2
9144,다시 돌아오면 안 될까,4
1556,문득 생각을 했어,0
7054,"""Being an artist that\'s the best excuse for being crazy""",3
11829,기나긴 그대 침묵을 이별로 받아두겠소,5
13131,번호를 찾아 보다 밤새도록 뒤져보다 없는 번호에 난 또 눈물만 흐른다,5
11193,이렇게 넌 잘사는데 나만 끝을 미뤘나 봐,5
4595,왜 날 헷깔리게 만들어,2
6118,누가 좀 말려 눈빛에 찌릿찌릿 감전돼버려,2
12959,그대와 내가 놓아버린 좋았던 날들,5
2266,And you see my scars,1
2584,또 하루 모험이 시작됐다,1
3733,Maybe you could chase things away oh,1
10456,그대 없는 밤은 너무 싫어,4
12488,금세 사랑은 더 잊혀져가고,5
4280,할 수만 있다면 (좀 어색하겠지만),1
4201,돌리며 할 얘기가 넘치는 척 여유 부리는 척,1
12167,가슴이 답답한 밤에 나 대신 울어줄 그를 잊게 해줄 노래,5
12258,갖고 있긴 너무나도 아팠었지만 그건 그만큼의 사랑이었어,5
11781,아무말도 없이 떠나간 그대가 정말 미워요,5
9035,때로는 lonely lonely lonely,4
8647,고단한 오늘이 지나가도록,3
4638,wait another second for your love,2
7530,네가 가끔 불편하대,3
11403,이제 눈물도 타올라 번져 사라지네,5
7784,Why you gotta hate?,3
5428,근데 이상해 좀 잘못된 듯해 더 설레고 조급해,2
7579,"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
10782,부끄러운 비밀을 들켜도 난 여기 있을게요,4
12753,Someday 어둠이 드리워진 쓸쓸한 내 얼굴에,5
12100,어두운 바다를 떠돌아 다니는 부서진 조각배 위에 누윈 내 작은 몸,5
10128,우리 밤들이 유리병 속에 힘을 잃어가는 반딧불이 같아 꺼져가고 있니?,4
9300,But I’ll let you go some other night,4
4772,피어라,2
6761,"""We are children of the streets""",3
10380,시간 지나 my birthday 우린 몰래 run away,4
13168,울어 울어 울어서 한참을 살 수 있다면 그냥 울어,5
849,가만히 눈을 감고 있으면 여전히 느낄 수 있어,0
8426,"""Can't keep a conversation""",3
7381,"""But I don't know how to""",3
6479,그대의 시선을 느낄 때 숨결 속에 숨겨놓은 이 떨림을 그대 눈치 채면 안 돼요,2
6136,"touching your?""",2
7789,왜 이제야 나왔어,3
429,언젠가 넌 나를 그리워하지 (너와 내가 듣던 음악이 지겨워질 때),0
9711,너네 집 나무 앞을 한참 동안 빙빙 맴돌기만 하다가,4
1071,흘려가는 세월을 찾을 수만 있다면 얼마나 좋을까 좋을까,0
9476,oh oh lonely night,4
11997,긴 밤을 나 혼자 흘려보내기엔 아쉬워,5
2116,"""Let\'s sit in my car 오늘은 떠나자""",0
8765,"""And it\'s all out of tune""",3
339,다시 뒤돌아보지 말자 길을 잃어버려서 우릴 갈라놓아도,0
11345,오래전에는 분명 숲이었을 탑에 올라가 매일 조금씩 모은 작은 슬픔들을 한 줌 집어 멀게 뿌렸어,5
4090,(My love my love),1
1763,하늘 높은 줄 몰랐던 내 자존심도 니 앞에선 힘도 없이 down.,0
9856,나는 떠나갈까 봐 무서워 솔직하지 못했어 (근데 사실 있지),4
4294,"""We gon\' make it make it bang""",1
10525,설마 언제 돌아와도 내가 어쩌겠어,4
10730,아무도 없는 외로움 속에서 내 마음 어딘가를 들여다보며,4
1176,그게 뭐라고 또 생각나,0
4104,사랑이 내 곁을 떠나는 줄 모르고,1
2360,아무도 모르게 둘이서 선선한 어둠 속에서 눈 맞춰,1
3742,물은 내가 줄게 마음껏 약속해 i swear,1
10742,"""멀어지지 마 oh please don't fade away""",4
10985,유난히도 차갑던 공기 코끝이 시려올 때면,4
9585,그댄 날 떠나 행복할 걸 다 알아요,4
1607,계절은 다시 돌아 오지만 떠나간 내 사랑은 어디에,0
4403,사랑하자 안 해봤던 것처럼,1
6525,있잖아요,2
9522,항상 나를 속여 왔던 외로움에 또다시,4
4457,Can you feel the rush now?,2
11042,나도 다른 사람들처럼 웃고 싶은데 그게 잘 안돼,5
12858,나는 그녈 잡지 못했죠,5
505,"""다른 곳엔 기대지 말자 yeah I believe and I can fly 우린 하늘을 날고 있잖아""",0
8179,벌써 몇 해 전 일이란 게 마음이 또 차가워져서,3
6500,And I get high to drown it out,2
12202,의미 없이 흘러가 버린 세월아,5
1709,Still I love you and I miss you babe,0
6325,오늘은 제가 살게요,2
1333,그댈 향한 마음은 다 지운다는 게 다 잊는다는 게,0
121,hey let your sea breeze blow on me when i am sailing internationally and whisper all your prayers on a stormy day,0
3410,아무도 모르게 둘이서 선선한 어둠 속에서 눈 맞춰,1
3572,할 수만 있다면 (좀 어색하겠지만),1
1954,"""난 널 앞에 두고 I can't wait""",0
1656,너 없인 내 말 따윈 듣지 않을테니까,0
9409,유난히도 차갑던 공기 코끝이 시려올 때면,4
3946,깜박하고 안 지운 너와 나 그때 모습 여기저기 행복해 보이네,1
8567,열심히 노력해봐도 이뤄지지 않는 게 있지,3
5070,Sit on my lap,2
192,I got my cards folded waiting for you babe,0
11841,니네도 떨어져라 몽땅,5
5579,하고 전화를 할까 말까,2
3530,"""Thought I told you I don't want none of that""",1
11416,내곁을 떠나가던 날 가슴에 품었던 분홍빛의 수많은 추억들이 푸르게 바래졌소,5
3200,Still might find me in a mosh pit,1
5792,"t-t-take it off""",2
1968,문득 생각을 했어,0
48,"""And I never see your face around""",0
7924,봄날이 다가오면 벌써부터 겁이 나,3
7267,어렸을 때 꿈을 이뤘어 꿈을 크게 꿨어야 했는데 어제 이불 배게 바꿨어 2번 실패 3번 성공,3
3523,You really changed change is good,1
3093,Oh Oh Oh Oh Oh Oh (Oh Babe) Oh Oh Oh Oh Oh Oh Oh (시원한 이 바람) Oh Oh Oh Oh Oh Oh (Oh Babe Babe) 치 맛 바 람,1
705,헤어짐을 향한 막연한 항해 한땐 목숨 같던 나의 사랑도,0
6456,이게 꿈이라서 손 잡을 수가 있다면 얼마나 좋을까,2
3092,니 맘이 다르면 어떡할까,1
5740,You hit me like a tidal wave,2
12208,하루가 이렇게 길죠,5
7164,나를 마구 할퀴어도 좋아,3
10414,지금 우리를 봐 늘 다른 곳만 보고 있잖아,4
12216,나를 버리지마,5
8761,피곤하니 쉬어야겠다며 짜증 섞인 말투로,3
3024,웃고 있는 널 보며 all down,1
3867,my love my destiny,1
2008,Oh when will I know?,0
4312,봄이 활짝 핀 거리 서롤 바라보며 거닐다 싱긋 웃어주던 그날의 그 표정이 날 어루만져 주던,1
12490,생각을 하나 둘씩 정리하다 보면 마음이 하나 둘씩 지워지는 걸요,5
10808,그러니 떠나가 아무 미련 없이 멀어질 수 있게,4
1456,너의 말투 너의 냄새 너의 모든게 생각이나 후회만 남았나봐,0
10817,혼자 말이 없었던 그 기억 속에서,4
11500,스스로가 밉고 이해할 수 없어도 사람마음이란 게 가끔씩 그럴 수 있지,5
7721,yeah,3
6939,나쁜 건 몸에 바짝 달고 사는데,3
3002,내 하루의 시작과 끝이었던 사람 그게 너라서 행복했었어,1
2611,우린 같이 많이 웃었을 거야,1
810,네가 없다면 그런 거 다 의미 없어,0
7304,"""Nobody will evade him Finna kill \'em and dump All the fuckin\' bodies in the lake""",3
12180,이제 눈물도 타올라 번져 사라지네,5
8789,왜 아직도 너만 눈치 없게 굴어,3
6899,yeah,3
11818,추억을 지우는 게 내 이별의 숙제,5
8759,고단한 오늘이 지나가도록,3
10831,"""I'm away""",4
11375,난 와르르 무너지고 말아 나의 맘은 와르르 내게 이러지 마 Baby,5
2929,Hey come take my hand now,1
10701,모두가 떠나버린 늦은 밤,4
10122,이별 떠나가는 사람과 남겨진 사람일 뿐,4
5287,Getting so tired of all this waiting,2
11244,나 혼자 이별한 것도 아닌데 왜 이럴까,5
11222,좀 더 보다가 좀 더 울다가,5
2967,"""Now we should get high Forget why we\'re scared of it Then go back and dance for the hell of it""",1
5604,눈이 가려 앞이 안 보여 난 너에게 빠진 바보야,2
4951,꿈에서 날 깨워버린 깨워버린 baby Love,2
156,시간이 더디게만 흐르면 좋을 텐데,0
2979,잘살고 있다 너처럼,1
2617,Friends are loyal,1
3516,그래야 나 살 것 같아,1
3621,But you still love me TGIF,1
10197,내 집착이 널 망치게 돼,4
8123,단물이 빠진 채 이 모진 단어가 입안을 돌잖아,3
1013,"""난 널 앞에 두고 I can't wait""",0
12121,달라져 버린 시간 돌릴 수는 없겠죠,5
354,"""I hope I go to heaven""",0
464,강마에 이후 최고 마에스트로라고 불리던 때가 어젠데 그 어제가 네 어제가 아니었구나,0
300,매일 상상하고 있는데 난 여전히 그때 행복했던 우리는 Cause we loved,0
11650,벌써 코끝 시린 계절이 왔죠,5
4456,뛰어갈텐데 훨훨 날아갈텐데,2
10382,사람이 지겨운 어둠뿐인 이 밤,4
10052,I’m so lonely lonely lonely,4
450,널 보고싶어서 소리쳐 불러요,0
12012,"it's stupid""",5
11750,궤도를 벗어난 행성 이별에 우린 부딪히려 해,5
7773,"""일에 집중이 안 돼""",3
10116,당신은 도대체가 누구 시길레,4
10059,지나온 그 길을 돌아봤어야만 했는데 우리는 이렇게 먼 곳을 봤나 봐,4
3635,너와 함께 하고 싶은 일들을 상상하는 게 요즘 내 일상이 되고,1
1580,벌써 2년이 지났지,0
326,나의 창은 굳게 닫아 두고 해가 뜨면 그때 열어줄래,0
353,잘 안보이니 네 남자가 안보이니,0
4523,눈 앞을 가린 듯 더 두근대게 만드는 듯해,2
11733,흔적조차 없이 조각난 믿음,5
3517,난 너란 걸 그냥 한눈에 알아보았어,1
7166,"""Hopped in the range can't feel my face""",3
8301,But I know them birds saw me,3
4230,따뜻한 봄을 기다리고 싶어,1
12181,봐 너나 나나 다 끝난 마당에,5
6355,Girl I want emotion girl I want emotion,2
11182,변해버린 모습 변해버린 시간 속에,5
2944,미소가 예쁘던 그 소년,1
308,넌 벌써 날 다 잊었니,0
5879,우리 혹시 헤어지지 않으면 안 되냐고,2
10381,아무도 없는 외로움 속에서 내 마음 어딘가를 들여다보며,4
3437,Two you will fall in love,1
9002,내가 그녈 더 외롭게 만든 것 땜에,4
3566,선명한 목소리로 널 사랑한다고 말할게,1
8470,빠뿌빠,3
997,오래 내 곁에 있어 줘요,0
7511,절대 넘지 말라고 그 누가 뭐라 하든 이미 밟아 버린걸요,3
5835,꿈을 꿔요 꾸나 봐요,2
4693,넌 내 꿈만 꿔 LALALALILALA,2
4605,좋아 온종일 너만 생각하면 콧노래가 흘러나와,2
4793,근데 이상해 좀 잘못된 듯해 더 설레고 조급해,2
1298,God I wish somebody would have told me,0
1814,"""I'm so bad at playin' along""",0
3925,한낱 음악에 담을 수도 없을 만큼 바다 같은 너의 의미,1
7623,"""이 밤이 또 지나면 나는 그게 너무 싫어""",3
13007,돌아버릴 것 같아,5
2203,네가 없인 움직이지를 않네 이미 우주가 된 이 내 마음은,0
503,기억 달 밝은 날에 하늘을 보면 우리 상처들이 떠 있고,0
314,너는 내게 미루고 나 역시 네게 미루는 갈 곳을 잃은,0
12842,"""Never mind let\'s break up""",5
3384,So why you playing it cool 두 눈을 가득 채운 blue 있는 그대로 True 느껴진 그대로 다,1
1887,여전히 눈을 감으면 그곳엔 니가 서있어,0
4794,LALALALILALA 주문을 외울 테니 Oh 넌 내 꿈만 꿔,2
11183,괴로워,5
10743,이젠 낯설기만 한 일상 속으로,4
8871,날 우주에 던져놓고 바라보지 않았어,4
5651,두눈을 감으면 괜시리 설레죠 두근거리죠 입가에 번지는 미소도 신기한 일이죠,2
10155,"""So I can't love you""",4
6474,하지만 서로를 알아갈 일이 너무나도 기다려져요,2
11080,돌이킬 수는 없겠지 우리의 숨가쁜 지난 날 애써 지우려 했던 슬픔이 끝나기 전에는,5
6848,이러면 안 될 거 아는데 너 앞에만 서면 나락,3
4334,"""I\'m yours babe""",1
12987,목이 메어와 눈물이 흘러도 사랑이 지나가면,5
12649,어두컴컴한 이불 속에 숨어 바깥공기도 달갑지가 않네,5
5719,Just like a shooting star,2
12007,나의 이별은 잘 가라는 인사도 없이 치러진다,5
6259,처음 본 순간 예감했었어,2
7138,"and I'm physically ill""",3
7834,뒤지겠어 신념 빌어 처먹다 굶어 뒤지겠어,3
9275,"""Think I'm hearing your name everywhere I go""",4
5036,"""i\'m untouchable darkness A dirty black river to get you through this""",2
8296,"""We're all food for the bloodsuckers""",3
12850,빼곡히 들어선 의미라 했지만 나에겐 공허하기만 한 일방성의 무의미함,5
11696,The last thing I see before I see the light,5
8320,"""When I was blinded in doubt of the outcome""",3
10543,"""Say that I'm not happy without you""",4
1027,시간 지나면 혹시 나를 봐줄까,0
9329,그녀는 울면서 갔지만,4
3855,널 바라 보다 그만 나도 모르게 웃어버렸네,1
9438,없으면 됐어,4
1742,날 이제 놔줘,0
3372,Could we row the boat again,1
11444,니가 떠나서 아프다,5
12115,부서지는 저 슬픈 달빛은 혹시 너 아닐까,5
1584,차라리 모두 다 가슴에 묻어 버리자,0
5209,흰 눈이 내리면 난 아직도 널 보는 게 사실 두근거린다고 말해줄 거야,2
9622,What 분명 같은 행동 같은 표정 짓는데도 너랑 나 왜 달라 알아,4
6409,본적도 없는 당신과 함께 가늠할 수 없는 그 날에 만나,2
5574,어쩜 그 틈 사이에 서롤 채울 수 있게,2
409,만날 수 없을 줄 알았어,0
3664,For flying high enough to see the sun,1
3984,Girl wanna be love 내게 Drop in (Ye),1
528,기다리고 있나요,0
7274,같은 말 하게 하지 마,3
1830,이 계절이 오면 바람과 함께 찾아오니까,0
6687,"""Obliterating everything incinerate And renegade \'em""",3
12938,"""It's like the older I get""",5
12346,"""I don\'t know why this has happened""",5
7300,"""Go call my chauffeur bitch 'Cause I don't like to drive""",3
10303,"""Say that I'm not happy without you""",4
3782,우리의 새벽은 말야,1
8672,"""I don\'t want to hurt \'em But I did \'em in a fit of rage""",3
4305,So why you playing it cool 두 눈을 가득 채운 blue 있는 그대로 True 느껴진 그대로 다,1
5385,"""Bass kick swingin' like I'm Bruce Lee""",2
5888,넌 내 꿈만 꿔 LALALALILALA,2
1104,아직 기억을 하네요,0
11571,Oh no 생각이 나서,5
7993,"""I want them to hate u But that's not gonna happen 너는 좀 못생겨야 해결이 될것 같애""",3
3704,아무도 모르게 둘이서 선선한 어둠 속에서 눈 맞춰,1
8861,원래 그래 나란 여자가 이렇지 뭐 이렇지 뭐 쉽게 질리고 버려지고 기다리고,4
7603,Chain breaker earth shaker rain maker,3
6492,너의 벨이 울리면,2
2213,두고 봐 너에게 보여줄 거야,1
4796,너를 향해 뛰라고 자꾸 나에게 말하나봐,2
11123,조용하게 기다리다 울어 난 이제 와서 그래,5
4133,안녕 잘 가 내일은 더 괜찮을 거야,1
4541,"""Ride tonight ride tonight""",2
1920,나 약속할게 언제 어디에 있든 반드시 널 찾을게,0
6266,또 난 계속 걸어가,2
6795,"""이제와 뭘 해도 넌 Nothing (Nothing to say) 크게 의미 없는 Punch 시작부터 차이 나는 Game Always winning never lose 뻔히 보이는 Plot (What's coming) 너의 결말은 Knock down yeah""",3
8823,죽을 만큼 힘들게 하고 있냐고,3
11022,오랜만에 비춰본 거울 속 내 모습 외로워 보여,4
2666,언젠가는 우리 만날 수 있겠죠,1
6828,"""이 밤은 너무 위험해""",3
10940,괜히 허전한 마음에 그냥 울컥했어,4
9048,그래 그래 나 두려워 뒤돌아볼 때면 아무 말 않고 꽉 잡자,4
3845,그렇게 나를 바라봐주면 난 충분해 그걸로 충분해,1
10262,너무 아쉬웠었어.,4
11334,이제 눈물도 타올라 번져 사라지네,5
11983,니가 떠나서 아프다,5
10135,설마 언제 돌아와도 내가 어쩌겠어,4
4756,"""Hello",2
4150,"""Let's Ride and roll""",1
8097,"""자신 없으면 저 뒤로 뒤로 뒤로 물러서면 되지 왜 자꾸 떠드니 네 속이 훤히 보이는 건 아니""",3
3899,널 안으면 잠들지 않는 바다 위를 너와 함께 걷는 거 같아,1
9594,Oh no 너는 어떻게 지내는지,4
5920,가녀린 너의 선에 다가가 속삭여 baby,2
8030,"""It's a beautiful day""",3
7400,Road trip tough love,3
4613,I crazy on you,2
1249,차라리 꿈이길 바랐어,0
12215,할 수 없던 미련한 인사,5
2776,"""퍼즐 위에 딱 맞는 느낌 (Hey) (That's right)""",1
12573,Are you ready for the last act?,5
4020,걸음은 좀 더 가볍게,1
915,마지막이란 걸 알 수가 있었어,0
12912,언젠가는 나도 버려질 거야,5
73,너를 자꾸 떠올리게 돼,0
1144,들려줄께 내 오랜 얘기,0
4728,누가 좀 말려 눈빛에 찌릿찌릿 감전돼버려,2
4017,변하질 않아 니가 미워도,1
12117,니가 모질게 했던 그 기억 속에 그 추억에 헤매,5
5849,Make me tap and scroll (Make me tap and scroll) You got control got my attention,2
4713,처음 본 순간 예감했었어,2
2357,"""Give you one more night",1
12617,"""But you were never good at keeping promises""",5
12394,"""Still I feel sad""",5
11015,너무 늦은 밤이야,4
9943,나 헷갈려요 같은 일 처음은 아니어도,4
6913,넌 내맘 믿질 않잖아,3
54,내 사랑은 다 어디로 갔나 너의 미움은 다 어디로 갔나,0
929,그만 너를 잊을 수가 없나 봐,0
11219,"""I\'m a mess right now baby help me out""",5
4683,We go hard,2
11417,너 살던 섬은 이제 가라앉았고,5
11616,이제 와 뭐가 중요하겠니 이별의 이유 따위 달라지는 건 없을 텐데,5
10454,But I’ll let you go some other night,4
13105,그랬다면 미안합니다,5
1972,아주 조금만 더 아주 조금만 더,0
12836,하얀 하늘에 부서진다 빌딩 숲 사이를 걸을 때,5
2070,우린 얼음 같던 날들을 녹이려 해,0
8479,Bad Bad Bad Bet a bad bad girl,3
1370,문득 생각을 했어,0
759,내가 바라는 그 모든 꿈들이 전부 이뤄질 수 없어도,0
1259,그날의 바다는 퍽 다정했었지,0
10458,네가 없는 날에는 길을 잃어,4
11190,내가 좋아했었던 그 웃음 지으면 어떡해,5
5398,내 발걸음 사뿐해 내 마음은 가뿐해 숨 가쁘게 달려가면 가볍게 이렇게 비틀비틀대네,2
12358,내곁을 떠나가던 날 가슴에 품었던 분홍빛의 수많은 추억들이 푸르게 바래졌소,5
4191,생각할 틈 안 줘 네게 Jump into love Woah oh oh oh,1
9784,지금은 후회를 하고 있지만.,4
5830,Forgot it,2
9521,We left our shanties in the village,4
12147,내 맘은 녹아내리는 걸 어떡해,5
8644,Life a bitch,3
7597,No thanks 좀 삐뚤다고 자를 대니 Think about it,3
66,두 손을 모아 보네,0
9113,내가 그녈 더 외롭게 만든 것 땜에,4
5893,정신 없이 커지는 하늘의 불꽃처럼 피어라,2
11754,지금 난 갈 길을 잃은 별 날 당기는 힘은 너,5
8200,"""Don't you say that I gotta get away blah blah oh""",3
